"CarName","JPName","USName","EUName","BlockedInJapan","BlockedInUSA","BlockedInPALFIGS","BlockedInPALEnglish"
"gtian","","","","False","False","False","False"
"gtibn","","","","False","False","False","False"
"gticn","","","","False","False","False","False"
"gtlbn","","","","False","False","False","False"
"gtlgn","","","","False","False","False","False"
"gtlsn","","","","False","False","False","False"
"gtnkn","","","","False","False","False","False"
"gtprz","","","","False","False","False","False"
"gv45n","Golf 2.3 V5","Golf 2.3 V5","Golf 2.3 V5","False","False","False","False"
"gv45r","[R]Golf 2.3 V5","[R]Golf 2.3 V5","[R]Golf 2.3 V5","False","False","False","False"
"gv45s","[R]Golf 2.3 V5","[R]Golf 2.3 V5","[R]Golf 2.3 V5","False","False","False","False"
"gv45t","[R]Golf 2.3 V5","[R]Golf 2.3 V5","[R]Golf 2.3 V5","False","False","False","False"
"gv46n","Golf V6 4Motion","Golf V6 4Motion","Golf V6 4Motion","False","False","False","False"
"gv46r","[R]Golf V6 4Motion","[R]Golf V6 4Motion","[R]Golf V6 4Motion","False","False","False","False"
"gv46s","[R]Golf V6 4Motion","[R]Golf V6 4Motion","[R]Golf V6 4Motion","False","False","False","False"
"gv46t","[R]Golf V6 4Motion","[R]Golf V6 4Motion","[R]Golf V6 4Motion","False","False","False","False"
"gv48n","Golf GTI 1.8T","Golf GTI 1.8T","Golf GTI 1.8T","False","False","False","False"
"gv48r","[R]Golf GTI 1.8T","[R]Golf GTI 1.8T","[R]Golf GTI 1.8T","False","False","False","False"
"gv48s","[R]Golf GTI 1.8T","[R]Golf GTI 1.8T","[R]Golf GTI 1.8T","False","False","False","False"
"gv48t","[R]Golf GTI 1.8T","[R]Golf GTI 1.8T","[R]Golf GTI 1.8T","False","False","False","False"
"gv4gn","Golf GTI","Golf GTI","Golf GTI","False","False","False","False"
"gv4gr","[R]Golf GTI","[R]Golf GTI","[R]Golf GTI","False","False","False","False"
"gv4gs","[R]Golf GTI","[R]Golf GTI","[R]Golf GTI","False","False","False","False"
"gv4gt","[R]Golf GTI","[R]Golf GTI","[R]Golf GTI","False","False","False","False"
"gv4rr","[R]Golf Rally Car","[R]Golf Rally Car","[R]Golf Rally Car","False","False","False","False"
"gvbgr","[R]New Beetle GT","[R]New Beetle GT","[R]New Beetle GT","False","False","False","False"
"gvlun","Lupo 1.4","Lupo 1.4","Lupo 1.4","False","False","False","False"
"gvlur","[R]Lupo 1.4","[R]Lupo 1.4","[R]Lupo 1.4","False","False","False","False"
"gvnbn","New Beetle GLS 2.0","New Beetle GLS 2.0","New Beetle GLS 2.0","False","False","False","False"
"gvnbr","[R]New Beetle GLS 2.0","[R]New Beetle GLS 2.0","[R]New Beetle GLS 2.0","False","False","False","False"
"gvp6n","Polo 1.4 16V","Polo 1.4 16V","Polo 1.4 16V","False","False","False","False"
"h-err","[R]CR-X del Sol LM Edition","[R]CR-X del Sol LM Edition","[R]CR-X del Sol LM Edition","False","False","False","False"
"h28cn","Accord SiR-T '98","Accord SiR-T '98","Accord SiR-T '98","False","False","False","False"
"h28cr","[R]Accord SiR-T '98","[R]Accord SiR-T '98","[R]Accord SiR-T '98","False","False","False","False"
"h28wn","Accord Wagon SiR '98","Accord Wagon SiR '98","Accord Wagon SiR '98","False","False","False","False"
"h28wr","[R]Accord Wagon SiR '98","[R]Accord Wagon SiR '98","[R]Accord Wagon SiR '98","False","False","False","False"
"h2a0n","NSX '91","NSX '91","NSX '91","True","False","True","True"
"h2a0r","[R]NSX '91","[R]NSX '91","[R]NSX '91","True","False","True","True"
"h2a2n","NSX '97","NSX '97","NSX '97","True","False","True","True"
"h2a2r","[R]NSX '97","[R]NSX '97","[R]NSX '97","True","False","True","True"
"h2acn","Accord SiR-T '97","Accord SiR-T '97","Accord SiR-T '97","False","False","False","False"
"h2acr","[R]Accord SiR-T '97","[R]Accord SiR-T '97","[R]Accord SiR-T '97","False","False","False","False"
"h2agn","Delete","","","True","True","True","True"
"h2agr","Delete","","","True","True","True","True"
"h2ain","Integra GS-R","Integra GS-R","Integra GS-R","True","False","True","True"
"h2air","[R]Integra GS-R","[R]Integra GS-R","[R]Integra GS-R","True","False","True","True"
"h2aln","Delete","","","True","True","True","True"
"h2alr","Delete","","","True","True","True","True"
"h2arn","Accord Type R","Accord Type R","Accord Type R","False","False","False","False"
"h2arr","[R]Accord Type R","[R]Accord Type R","[R]Accord Type R","False","False","False","False"
"h2awn","Accord Wagon 2300VTL '97","Accord Wagon 2300VTL '97","Accord Wagon 2300VTL '97","False","False","False","False"
"h2awr","[R]Accord Wagon 2300VTL '97","[R]Accord Wagon 2300VTL '97","[R]Accord Wagon 2300VTL '97","False","False","False","False"
"h2ben","Beat '91","Beat '91","Beat '91","False","False","False","False"
"h2ber","[R]Beat '91","[R]Beat '91","[R]Beat '91","False","False","False","False"
"h2bfn","Beat ver.F '92","Beat ver.F '92","Beat ver.F '92","False","False","False","False"
"h2bfr","[R]Beat ver.F '92","[R]Beat ver.F '92","[R]Beat ver.F '92","False","False","False","False"
"h2bzn","Beat ver.Z '94","Beat ver.Z '94","Beat ver.Z '94","False","False","False","False"
"h2bzr","[R]Beat ver.Z '94","[R]Beat ver.Z '94","[R]Beat ver.Z '94","False","False","False","False"
"h2car","Delete","Delete","Delete","True","True","True","True"
"h2cfn","Civic Ferio Si '98","Civic Sedan","Civic VTi '98","False","False","False","False"
"h2cfr","[R]Civic Ferio Si '98","[R]Civic Sedan","[R]Civic VTi '98","False","False","False","False"
"h2cnr","[R]Castrol Mugen NSX","[R]Castrol Mugen NSX","[R]Castrol Mugen NSX","False","False","False","False"
"h2crn","Civic Type R '98","Civic Type R '98","Civic Type R '98","False","False","False","False"
"h2crr","[R]Civic Type R '98","[R]Civic Type R '98","[R]Civic Type R '98","False","False","False","False"
"h2csn","Civic SiR '98","Honda Civic 3 Door Si","Honda Civic VTi '98","False","False","False","False"
"h2csr","[R]Civic SiR '98","[R]Honda Civic 3 Door Si","[R]Honda Civic VTi '98","False","False","False","False"
"h2ign","Integra SiR-G '98","Integra SiR-G '98","Integra SiR-G '98","False","True","False","False"
"h2igr","[R]Integra SiR-G '98","[R]Integra SiR-G '98","[R]Integra SiR-G '98","False","True","False","False"
"h2irn","Integra Type R '98","Integra Type R '98","Integra Type R '98","False","True","False","False"
"h2irr","[R]Integra Type R '98","[R]Integra Type R '98","[R]Integra Type R '98","False","True","False","False"
"h2l2r","[R]S2000 GT1","[R]S2000 GT1","[R]S2000 GT1","False","False","False","False"
"h2l8n","Life T '98","Life T '98","Life T '98","False","False","False","False"
"h2l8r","[R]Life T '98","[R]Life T '98","[R]Life T '98","False","False","False","False"
"h2lin","Life T '97","Life T '97","Life T '97","False","False","False","False"
"h2lir","[R]Life T '97","[R]Life T '97","[R]Life T '97","False","False","False","False"
"h2lon","Logo TS '98","Logo TS '98","Logo TS '98","False","False","False","False"
"h2lor","[R]Logo TS '98","[R]Logo TS '98","[R]Logo TS '98","False","False","False","False"
"h2m2n","Mugen CR-X Pro.2","Mugen CR-X Pro.2","Mugen CR-X Pro.2","False","False","False","False"
"h2man","Mugen Accord SiR-T","Mugen Accord SiR-T","Mugen Accord SiR-T","False","False","False","False"
"h2mbn","Mugen Beat","Mugen Beat","Mugen Beat","False","False","False","False"
"h2mcn","Mugen Civic Type R","Mugen Civic Type R","Mugen Civic Type R","False","False","False","False"
"h2mdn","Mugen CR-X Pro.3","Mugen CR-X Pro.3","Mugen CR-X Pro.3","False","False","False","False"
"h2mfn","Mugen Civic Ferio","Mugen Civic Ferio","Mugen Civic Ferio","False","False","False","False"
"h2min","Mugen Integra Type R","Mugen Integra Type R","Mugen Integra Type R","False","False","False","False"
"h2mpn","Mugen Prelude Type S","Mugen Prelude Type S","Mugen Prelude Type S","False","False","False","False"
"h2msn","Mugen S2000","Mugen S2000","Mugen S2000","False","False","False","False"
"h2mwn","Mugen Accord Wagon","Mugen Accord Wagon","Mugen Accord Wagon","False","False","False","False"
"h2n1r","[R]Mobil 1 NSX '99","[R]Mobil 1 NSX '99","[R]Mobil 1 NSX '99","False","False","False","False"
"h2ncr","[R]Castrol Mugen NSX '99","[R]Castrol Mugen NSX '99","[R]Castrol Mugen NSX '99","False","False","False","False"
"h2nrr","[R]Raybrig NSX '99","[R]Raybrig NSX '99","[R]Raybrig NSX '99","False","False","False","False"
"h2ntr","[R]Takata NSX '99","[R]Takata NSX '99","[R]Takata NSX '99","False","False","False","False"
"h2prn","Prelude SiR '98","Prelude","Prelude 2.2 VTi","False","False","False","False"
"h2prr","[R]Prelude SiR '98","[R]Prelude","[R]Prelude 2.2 VTi","False","False","False","False"
"h2psn","Prelude SiR S spec '98","Prelude SiR S spec","Prelude SiR S spec","False","False","False","False"
"h2psr","[R]Prelude SiR S spec '98","[R]Prelude SiR S spec","[R]Prelude SiR S spec","False","False","False","False"
"h2s2n","S2000","S2000","S2000","False","False","False","False"
"h2s2r","[R]S2000","[R]S2000","[R]S2000","False","False","False","False"
"h2s2s","[R]S2000","[R]S2000","[R]S2000","False","False","False","False"
"h2scn","Spoon Civic Type R","Spoon Civic Type R","Spoon Civic Type R","False","False","False","False"
"h2sin","Spoon Integra Type R","Spoon Integra Type R","Spoon Integra Type R","False","False","False","False"
"h2ssn","Spoon S2000","Spoon S2000","Spoon S2000","False","False","False","False"
"h2ztn","Z Turbo '98","Z Turbo '98","Z Turbo '98","False","False","False","False"
"hacsn","Accord SiR '96","Accord SiR '96","Accord SiR '96","False","False","False","False"
"hacsr","[R]Accord SiR '96","[R]Accord SiR '96","[R]Accord SiR '96","False","False","False","False"
"hacwn","Accord Wagon SiR '96","Accord Wagon SiR '96","Accord Wagon SiR '96","False","False","False","False"
"hacwr","[R]Accord Wagon SiR '96","[R]Accord Wagon SiR '96","[R]Accord Wagon SiR '96","False","False","False","False"
"hairn","Integra Type R","Integra Type R","Integra Type R","True","False","True","True"
"hairr","[R]Integra Type R","[R]Integra Type R","[R]Integra Type R","True","False","True","True"
"hcfnn","Civic Ferio Si II '96","Civic Ferio Si II '96","Civic Ferio Si II '96","False","False","False","False"
"hcfnr","[R]Civic Ferio Si II '96","[R]Civic Ferio Si II '96","[R]Civic Ferio Si II '96","False","False","False","False"
"hcfon","Civic Ferio SiR '93","Civic Ferio SiR '93","Civic Ferio SiR '93","False","False","False","False"
"hcfor","[R]Civic Ferio SiR '93","[R]Civic Ferio SiR '93","[R]Civic Ferio SiR '93","False","False","False","False"
"hcrxn","CR-X SiR '91","CR-X SiR '91","CR-X SiR '91","False","False","False","False"
"hcrxr","[R]CR-X SiR '91","[R]CR-X SiR '91","[R]CR-X SiR '91","False","False","False","False"
"hcvnn","Civic SiR-II '95","Civic SiR-II '95","Civic SiR-II '95","False","False","False","False"
"hcvnr","[R]Civic SiR-II '95","[R]Civic SiR-II '95","[R]Civic SiR-II '95","False","False","False","False"
"hcvon","Civic SiR-II '93","Civic SiR-II '93","Civic SiR-II '93","False","False","False","False"
"hcvor","[R]Civic SiR-II '93","[R]Civic SiR-II '93","[R]Civic SiR-II '93","False","False","False","False"
"hcvrn","Civic Type R '97","Civic Type R '97","Civic Type R '97","False","False","False","False"
"hcvrr","[R]Civic Type R '97","[R]Civic Type R '97","[R]Civic Type R '97","False","False","False","False"
"hdegn","CR-X del Sol VGi '95","CR-X del Sol VGi '95","CR-X del Sol VGi '95","False","False","False","False"
"hdegr","[R]CR-X del Sol VGi '95","[R]CR-X del Sol VGi '95","[R]CR-X del Sol VGi '95","False","False","False","False"
"hdeln","CR-X del Sol VXi '92","CR-X del Sol VXi '92","CR-X del Sol VXi '92","False","False","False","False"
"hdelr","[R]CR-X del Sol VXi '92","[R]CR-X del Sol VXi '92","[R]CR-X del Sol VXi '92","False","False","False","False"
"hdern","CR-X del Sol SiR '92","CR-X del Sol SiR '92","CR-X del Sol SiR '92","False","False","False","False"
"hderr","[R]CR-X del Sol SiR '92","[R]CR-X del Sol SiR '92","[R]CR-X del Sol SiR '92","False","False","False","False"
"hdesn","CR-X del Sol SiR '95","CR-X del Sol SiR '95","CR-X del Sol SiR '95","False","False","False","False"
"hdesr","[R]CR-X del Sol SiR '95","[R]CR-X del Sol SiR '95","[R]CR-X del Sol SiR '95","False","False","False","False"
"hiarn","Integra Type R '95","Integra Type R '95","Integra Type R '95","True","False","True","True"
"hiarr","[R]Integra Type R '95","[R]Integra Type R '95","[R]Integra Type R '95","True","False","True","True"
"hiasn","Integra GS-R '95","Integra GS-R '95","Integra GS-R '95","True","False","True","True"
"hiasr","[R]Integra GS-R '95","[R]Integra GS-R '95","[R]Integra GS-R '95","True","False","True","True"
"hinrn","Integra Type R '95","Integra Type R '95","Integra Type R '95","False","True","False","False"
"hinrr","[R]Integra Type R '95","[R]Integra Type R '95","[R]Integra Type R '95","False","True","False","False"
"hinsn","Integra SiR-G '95","Integra SiR-G '95","Integra SiR-G '95","False","True","False","False"
"hinsr","[R]Integra SiR-G '95","[R]Integra SiR-G '95","[R]Integra SiR-G '95","False","True","False","False"
"hnann","ACURA NSX Type S Zero (J)","Acura NSX Type S Zero","Acura NSX Type S Zero","True","False","True","True"
"hnanr","[R]ACURA NSX Type S Zero (J)","[R]Acura NSX Type S Zero","[R]Acura NSX Type S Zero","True","False","True","True"
"hnarn","Acura NSX '93","Acura NSX '93","Acura NSX '93","True","False","True","True"
"hnarr","[R]Acura NSX '93","[R]Acura NSX '93","[R]Acura NSX '93","True","False","True","True"
"hnasn","ACURA NSX Type S (J)","Acura NSX Type S","Acura NSX Type S","True","False","True","True"
"hnasr","[R]ACURA NSX Type S (J)","[R]Acura NSX Type S","[R]Acura NSX Type S","True","False","True","True"
"hnsbn","NSX","NSX","NSX","False","True","False","False"
"hnsbr","[R]NSX","[R]NSX","[R]NSX","False","True","False","False"
"hnsnn","NSX Type S Zero","NSX Type S Zero","NSX Type S Zero","False","True","False","False"
"hnsnr","[R]NSX Type S Zero","[R]NSX Type S Zero","[R]NSX Type S Zero","False","True","False","False"
"hnsrn","NSX Type R '92","NSX Type R '92","NSX Type R '92","False","True","False","False"
"hnsrr","[R]NSX Type R '92","[R]NSX Type R '92","[R]NSX Type R '92","False","True","False","False"
"hnssn","NSX Type S","NSX Type S","NSX Type S","False","True","False","False"
"hnssr","[R]NSX Type S","[R]NSX Type S","[R]NSX Type S","False","True","False","False"
"hnsxn","NSX '90","NSX '90","NSX '90","False","True","False","False"
"hnsxr","[R]NSX '90","[R]NSX '90","[R]NSX '90","False","True","False","False"
"hpnen","Prelude SiR '96","Prelude SiR '96","Prelude SiR '96","False","False","False","False"
"hpner","[R]Prelude SiR '96","[R]Prelude SiR '96","[R]Prelude SiR '96","False","False","False","False"
"hpnvn","Prelude Type S '96","Prelude Type-SH","Prelude Type-S '96","False","False","False","False"
"hpnvr","[R]Prelude Type S '96","[R]Prelude Type-SH","[R]Prelude Type-S '96","False","False","False","False"
"hpren","Prelude Si '91","Prelude Si '91","Prelude Si '91","False","False","False","False"
"hprer","[R]Prelude Si '91","[R]Prelude Si '91","[R]Prelude Si '91","False","False","False","False"
"hprvn","Prelude Si VTEC '91","Prelude Si VTEC '91","Prelude Si VTEC '91","False","False","False","False"
"hprvr","[R]Prelude Si VTEC '91","[R]Prelude Si VTEC '91","[R]Prelude Si VTEC '91","False","False","False","False"
"ia45n","145 2.0 Cloverleaf","145 2.0 Cloverleaf","145 2.0 Cloverleaf","False","False","False","False"
"ia54n","156 2.5 V6 24V","156 2.5 V6 24V","156 2.5 V6 24V","False","False","False","False"
"ia54r","[R]156 2.5 V6 24V","[R]156 2.5 V6 24V","[R]156 2.5 V6 24V","False","False","False","False"
"ia55n","155 2.0 TS 16V","155 2.0 TS 16V","155 2.0 TS 16V","False","False","False","False"
"ia55r","[R]155 2.0 TS 16V","[R]155 2.0 TS 16V","[R]155 2.0 TS 16V","False","False","False","False"
"ia56n","156 2.0 TS 16V","156 2.0 TS 16V","156 2.0 TS 16V","False","False","False","False"
"ia56r","[R]156 2.0 TS 16V","[R]156 2.0 TS 16V","[R]156 2.0 TS 16V","False","False","False","False"
"ia5dr","[R]155 V6 Ti Touring Car '95","[R]155 V6 Ti Touring Car '95","[R]155 V6 Ti Touring Car '95","False","False","False","False"
"ia63n","166 3.0 V6 24V","166 3.0 V6 24V","166 3.0 V6 24V","False","False","False","False"
"ia65n","166 2.5 V6 24V","166 2.5 V6 24V","166 2.5 V6 24V","False","False","False","False"
"ia66n","166 2.0 TS 16V","166 2.0 TS 16V","166 2.0 TS 16V","False","False","False","False"
"iag4n","GTV 3.0 V6 24V","GTV 3.0 V6 24V","GTV 3.0 V6 24V","False","False","False","False"
"iag4r","[R]GTV 3.0 V6 24V","[R]GTV 3.0 V6 24V","[R]GTV 3.0 V6 24V","False","False","False","False"
"iag6n","GTV 2.0 TS 16V","GTV 2.0 TS 16V","GTV 2.0 TS 16V","False","False","False","False"
"iag6r","[R]GTV 2.0 TS 16V","[R]GTV 2.0 TS 16V","[R]GTV 2.0 TS 16V","False","False","False","False"
"iaspn","Spider 2.0 TS 16V","Spider 2.0 TS 16V","Spider 2.0 TS 16V","False","False","False","False"
"ii50n","500 '98","500 '98","500 Sporting","False","False","False","False"
"ii50r","[R]500 '98","[R]500 '98","[R]500 Sporting","False","False","False","False"
"ii50s","[R]500 '98","[R]500 '98","[R]500 Sporting","False","False","False","False"
"ii60n","600","600","600 Sporting","False","False","False","False"
"iiban","Barchetta","Barchetta","Barchetta","False","False","False","False"
"iictn","Coupe 2.0 20V Turbo","Coupe 2.0 20V Turbo","Coupe 2.0 20V Turbo","False","False","False","False"
"iictr","[R]Coupe 2.0 20V Turbo","[R]Coupe 2.0 20V Turbo","[R]Coupe 2.0 20V Turbo","False","False","False","False"
"iio5n","500R '75","500R '75","500R '75","False","False","False","False"
"iio5r","[R]500R '75","[R]500R '75","[R]500R '75","False","False","False","False"
"iipun","Punto GT","Punto GT","Punto GT","False","False","False","False"
"iipur","[R]Punto GT","[R]Punto GT","[R]Punto GT","False","False","False","False"
"ildcn","Delta HF Integrale Collezione","Delta HF Integrale Collezione","Delta HF Integrale Collezione","False","False","False","False"
"ilden","Delta HF Integrale","Delta HF Integrale","Delta HF Integrale","False","False","False","False"
"ildrr","[R]Delta HF Integrale Rally Car","[R]Delta HF Integrale Rally Car","[R]Delta HF Integrale Rally Car","False","False","False","False"
"ildvn","Delta HF Integrale Evoluzione","Delta HF Integrale Evoluzione","Delta HF Integrale Evoluzione","False","False","False","False"
"ildvr","[R]Delta HF Integrale Evoluzione","[R]Delta HF Integrale Evoluzione","[R]Delta HF Integrale Evoluzione","False","False","False","False"
"ils4r","[R]Delta S4 Rally Car","[R]Delta S4 Rally Car","[R]Delta S4 Rally Car","False","False","False","False"
"ilstn","Stratos","Stratos","Stratos","False","False","False","False"
"ilstr","[R]Stratos","[R]Stratos","[R]Stratos","False","False","False","False"
"ily3n","Y 1.2 16V","Y 1.2 16V","Y 1.2 16V","False","False","False","False"
"ily3r","[R]Y 1.2 16V","[R]Y 1.2 16V","[R]Y 1.2 16V","False","False","False","False"
"io11n","Elise 111S","Elise 111S","Elise 111S","False","False","False","False"
"io11r","[R]Elise 111S","[R]Elise 111S","[R]Elise 111S","False","False","False","False"
"io13n","Elise 135","Elise 135","Elise 135","False","False","False","False"
"io13r","[R]Elise 135","[R]Elise 135","[R]Elise 135","False","False","False","False"
"io19n","Elise Sport 190","Elise Sport 190","Elise Sport 190","False","False","False","False"
"io19r","[R]Elise Sport 190","[R]Elise Sport 190","[R]Elise Sport 190","False","False","False","False"
"ioe9n","Elan 1.6 '90","Elan 1.6 '90","Elan 1.6 '90","False","False","False","False"
"ioeln","Elise","Elise","Elise","False","False","False","False"
"ioelr","[R]Elise","[R]Elise","[R]Elise","False","False","False","False"
"ioesn","Esprit Sport 350","Esprit Sport 350","Esprit Sport 350","False","False","False","False"
"ioeun","Europa","Europa","Europa","False","False","False","False"
"ioeur","[R]Europa","[R]Europa","[R]Europa","False","False","False","False"
"iogtn","Esprit V8 GT","Esprit V8 GT","Esprit V8 GT","False","False","False","False"
"ioisr","[R]Esprit GT1","[R]Esprit GT1","[R]Esprit GT1","False","False","False","False"
"iolln","Elise GT1","Elise GT1","Elise GT1","False","False","False","False"
"iollr","[R]Elise GT1","[R]Elise GT1","[R]Elise GT1","False","False","False","False"
"iomsn","Motorsport Elise","Motorsport Elise","Motorsport Elise","False","False","False","False"
"iomsr","Delete","Delete","Delete","True","True","True","True"
"ios2n","Elan S2 '64","Elan S2 '64","Elan S2 '64","False","False","False","False"
"ios2r","[R]Elan S2 '64","[R]Elan S2 '64","[R]Elan S2 '64","False","False","False","False"
"ios4n","Elan S4 Sprint '71","Elan S4 Sprint '71","Elan S4 Sprint '71","False","False","False","False"
"ios4r","[R]Elan S4 Sprint '71","[R]Elan S4 Sprint '71","[R]Elan S4 Sprint '71","False","False","False","False"
"iosen","Esprit V8 SE","Esprit V8 SE","Esprit V8 SE","False","False","False","False"
"k213n","m13 (Stage II)","m13 (Stage II)","m13 (Stage II)","False","False","False","False"
"k231n","M30 GTS '87","M30 GTS '87","M30 GTS '87","False","False","False","False"
"k232n","M30 GTS-R '91","M30 GTS-R '91","M30 GTS-R '91","False","False","False","False"
"k233n","Tommykaira R '95","Tommykaira R '95","Tommykaira R '95","False","False","False","False"
"k234n","Tommykaira R '99","Tommykaira R '99","Tommykaira R '99","False","False","False","False"
"k2z2n","ZZII","ZZII","ZZII","False","False","False","False"
"k2z3n","ZZIII","ZZIII","ZZIII","False","False","False","False"
"k2zzn","ZZ-S Coupe","ZZ-S Coupe","ZZ-S Coupe","False","False","False","False"
"k2zzr","[R]ZZ-S Coupe","[R]ZZ-S Coupe","[R]ZZ-S Coupe","False","False","False","False"
"ld6cn","DB6","DB6","DB6","False","False","False","False"
"ld7cn","DB7 Coupe","DB7 Coupe","DB7 Coupe","False","False","False","False"
"ld7cr","[R]DB7 Coupe","[R]DB7 Coupe","[R]DB7 Coupe","False","False","False","False"
"ld7vn","DB7 Volante","DB7 Volante","DB7 Volante","False","False","False","False"
"ld7vr","[R]DB7 Volante","[R]DB7 Volante","[R]DB7 Volante","False","False","False","False"
"ldvan","V8 Vantage","V8 Vantage","V8 Vantage","False","False","False","False"
"m-tor","[R]FTO LM Edition","[R]FTO LM Edition","[R]FTO LM Edition","False","False","False","False"
"m2a5r","[R]Lancer Evo V Rally Car '98","[R]Lancer Evo V Rally Car '98","[R]Lancer Evo V Rally Car '98","False","False","False","False"
"m2agn","Galant VR-G '99","Galant VR-G '99","Galant VR-G '99","False","False","False","False"
"m2agr","[R]Galant VR-G '99","[R]Galant VR-G '99","[R]Galant VR-G '99","False","False","False","False"
"m2aln","Galant VR-4 '99","Galant VR-4 '99","Galant VR-4 '99","False","False","False","False"
"m2alr","[R]Galant VR-4 '99","[R]Galant VR-4 '99","[R]Galant VR-4 '99","False","False","False","False"
"m2g2n","Lancer Evo II '94","Lancer Evo II '94","Lancer Evo II '94","False","False","False","False"
"m2g4n","Galant Super VR-4 '98","Galant Super VR-4 '98","Galant Super VR-4 '98","False","False","False","False"
"m2g4r","[R]Galant Super VR-4 '98","[R]Galant Super VR-4 '98","[R]Galant Super VR-4 '98","False","False","False","False"
"m2g5n","Lancer Evo V GSR '98","Lancer Evo V GSR '98","Lancer Evo V GSR '98","False","False","False","False"
"m2g5r","[R]Lancer Evo V GSR '98","[R]Lancer Evo V GSR '98","[R]Lancer Evo V GSR '98","False","False","False","False"
"m2g6n","Lancer Evo VI GSR '99","Lancer Evo VI GSR '99","Lancer Evo VI GSR '99","False","False","False","False"
"m2g6r","[R]Lancer Evo VI GSR '99","[R]Lancer Evo VI GSR '99","[R]Lancer Evo VI GSR '99","False","False","False","False"
"m2l4n","Legnum Super VR-4 '98","Legnum Super VR-4 '98","Legnum Super VR-4 '98","False","False","False","False"
"m2l4r","[R]Legnum Super VR-4 '98","[R]Legnum Super VR-4 '98","[R]Legnum Super VR-4 '98","False","False","False","False"
"m2lgn","Legnum VR-4 type-S '97","Legnum VR-4 type-S '97","Legnum VR-4 type-S '97","False","False","False","False"
"m2lgr","[R]Legnum VR-4 type-S '97","[R]Legnum VR-4 type-S '97","[R]Legnum VR-4 type-S '97","False","False","False","False"
"m2lsn","Legnum ST '97","Legnum ST '97","Legnum ST '97","False","False","False","False"
"m2lsr","[R]Legnum ST '97","[R]Legnum ST '97","[R]Legnum ST '97","False","False","False","False"
"m2m5n","Mine's Lancer Evo V","Mine's Lancer Evo V","Mine's Lancer Evo V","False","False","False","False"
"m2m7n","Mirage Asti ZR '97","Mirage Asti ZR '97","Mirage Asti ZR '97","False","False","False","False"
"m2m7r","[R]Mirage Asti ZR '97","[R]Mirage Asti ZR '97","[R]Mirage Asti ZR '97","False","False","False","False"
"m2m8n","Minica PJ '98","Minica PJ '98","Minica PJ '98","False","False","False","False"
"m2man","Mirage Asti RX-R '98","Mirage Asti RX-R '98","Mirage Asti RX-R '98","False","False","False","False"
"m2mar","[R]Mirage Asti RX-R '98","[R]Mirage Asti RX-R '98","[R]Mirage Asti RX-R '98","False","False","False","False"
"m2min","Mirage Cyborg-ZR '97","Mirage Cyborg-ZR '97","Mirage Cyborg-ZR '97","False","False","False","False"
"m2mir","[R]Mirage Cyborg-ZR '97","[R]Mirage Cyborg-ZR '97","[R]Mirage Cyborg-ZR '97","False","False","False","False"
"m2mon","Minica Dangan ZZ '90","Minica Dangan ZZ '90","Minica Dangan ZZ '90","False","False","False","False"
"m2mrn","GTO MR '99","3000GT Turbo MR","3000GT Turbo MR","False","False","False","False"
"m2mrr","[R]GTO MR '99","[R]3000GT Turbo MR","[R]3000GT Turbo MR","False","False","False","False"
"m2ngn","Legnum VR-4 type-S '99","Legnum VR-4 type-S '99","Legnum VR-4 type-S '99","False","False","False","False"
"m2ngr","[R]Legnum VR-4 type-S '99","[R]Legnum VR-4 type-S '99","[R]Legnum VR-4 type-S '99","False","False","False","False"
"m2nsn","Legnum ST '99","Legnum ST '99","Legnum ST '99","False","False","False","False"
"m2nsr","[R]Legnum ST '99","[R]Legnum ST '99","[R]Legnum ST '99","False","False","False","False"
"m2p8n","Pajero Mini Sport '98","Pajero Mini Sport '98","Pajero Mini Sport '98","False","False","False","False"
"m2pjn","Pajero Mini VR-II '97","Pajero Mini VR-II '97","Pajero Mini VR-II '97","False","False","False","False"
"m2r5n","Lancer Evo V RS '98","Lancer Evo V RS '98","Lancer Evo V RS '98","False","False","False","False"
"m2r5r","[R]Lancer Evo V RS '98","[R]Lancer Evo V RS '98","[R]Lancer Evo V RS '98","False","False","False","False"
"m2r6n","Lancer Evo VI RS '99","Lancer Evo VI RS '99","Lancer Evo VI RS '99","False","False","False","False"
"m2r6r","[R]Lancer Evo VI RS '99","[R]Lancer Evo VI RS '99","[R]Lancer Evo VI RS '99","False","False","False","False"
"m2srn","GTO SR '99","3000GT SL","3000GT SR","False","False","False","False"
"m2srr","[R]GTO SR '99","[R]3000GT SL","[R]3000GT SR","False","False","False","False"
"m2tfr","[R]Taeivon Trampio FTO '99","[R]Taeivon Trampio FTO '99","[R]Taeivon Trampio FTO '99","False","False","False","False"
"m2tlr","[R]GTO LM Edition '99","[R]3000GT LM Edition '99","[R]3000GT LM Edition '99","False","False","False","False"
"m2ttn","GTO Twin Turbo '99","3000GT VR-4","3000GT VR-4 Turbo '99","False","False","False","False"
"m2ttr","[R]GTO Twin Turbo '99","[R]3000GT VR-4","[R]3000GT VR-4 Turbo '99","False","False","False","False"
"m2w5r","[R]Lancer Evo V Rally Car '98","[R]Lancer Evo V Rally Car '98","[R]Lancer Evo V Rally Car '98","False","False","False","False"
"m2w6r","[R]Lancer Evo VI Rally Car '99","[R]Lancer Evo VI Rally Car '99","[R]Lancer Evo VI Rally Car '99","False","False","False","False"
